time,ax,ay,az
8.040,1.47,1.36,1.26
8.075,1.87,1.31,0.36
8.076,1.92,0.67,0.54
8.077,2.14,-0.15,1.28
8.080,1.98,-0.89,1.45
8.081,1.38,-1.37,1.41
8.095,0.12,-2.34,1.89
8.097,-1.41,-3.04,2.32
8.131,-2.41,-3.48,1.75
8.132,-3.57,-4.17,0.83
8.138,-4.89,-4.97,1.04
8.139,-6.07,-4.92,1.13
8.187,-6.61,-4.12,1.18
8.188,-6.02,-3.18,1.83
8.189,-5.00,-2.76,2.30
8.190,-4.12,-2.85,2.69
8.202,-2.55,-2.78,2.29
8.203,-2.05,-2.64,1.67
8.222,-1.29,-2.00,0.57
8.223,-0.64,-0.64,0.00
8.245,-0.07,0.72,-0.73
8.249,0.59,2.41,-1.17
8.264,3.10,5.15,-1.02
8.265,5.06,4.95,-3.55
8.300,5.45,1.33,-3.72
8.302,7.08,-2.53,-3.01
8.303,6.19,-4.69,-4.30
8.304,4.32,-6.60,-4.03
8.323,2.83,-6.63,-3.68
8.324,1.32,-4.11,-2.57
8.345,1.05,-2.79,-0.47
8.348,2.42,-3.94,-0.04
8.355,4.09,-4.63,-0.48
8.363,4.50,-4.97,-0.68
8.383,4.61,-3.97,-1.27
8.384,4.61,-0.12,0.60
8.396,4.63,2.71,-0.18
8.397,2.74,4.34,-0.54
8.416,1.88,5.04,-1.55
8.417,0.43,5.82,-2.13
8.443,-0.54,7.74,-2.93
8.445,-0.90,8.15,-2.00
8.490,-0.91,9.02,-2.39
8.493,-1.22,8.60,-2.61
8.494,-1.04,8.39,-2.50
8.495,-1.36,7.94,-2.94
8.512,-0.03,8.88,-3.34
8.513,1.71,9.32,-2.37
8.521,2.90,7.94,-2.72
8.523,3.94,6.62,-2.49
8.545,3.72,5.23,-0.99
8.547,3.26,4.40,-0.59
8.594,2.56,3.71,0.15
8.595,1.23,2.43,1.04
8.596,-0.79,0.93,1.41
8.596,-2.30,0.11,1.70
8.597,-2.53,-0.88,1.77
8.597,-1.93,-2.06,4.08
8.615,-0.63,-4.44,7.23
8.616,0.12,-8.04,10.96
8.663,-4.83,-11.78,11.97
8.664,-5.64,-15.40,11.31
8.670,-6.69,-12.25,8.32
8.671,-6.23,-8.76,5.19
8.698,-5.16,-4.65,3.64
8.701,-6.51,-2.81,3.66
8.703,-4.51,1.18,2.61
8.704,-3.75,4.79,3.39
8.732,-3.08,5.27,4.18
8.733,-0.28,3.12,-4.17
8.738,0.97,-4.83,-5.47
8.740,2.87,-14.97,-5.93
8.767,9.67,-18.71,-18.52
8.768,14.72,-14.23,-11.01
8.810,18.37,-0.52,15.38
8.812,11.77,6.92,2.82
8.813,7.96,6.32,-2.62
8.815,2.43,6.21,-9.14
8.816,-1.24,5.59,-13.76
8.817,-1.06,3.57,-10.55
8.838,0.84,2.43,-6.26
8.839,1.82,1.54,-4.66
8.882,1.58,1.85,-4.87
8.884,0.46,2.53,-5.38
8.885,-1.39,1.76,-5.57
8.886,-2.69,0.98,-3.92
8.917,-3.75,1.04,-1.68
8.918,-5.12,0.44,2.92
8.919,-6.43,0.32,6.68
8.920,-8.79,0.80,7.84
8.936,-9.32,2.29,5.20
8.938,-8.28,2.92,3.44
8.982,-6.27,4.04,2.20
8.984,-3.97,4.51,1.73
8.985,-1.90,3.63,2.72
8.986,-1.61,2.45,3.15
8.995,-1.48,1.25,3.22
9.010,-0.57,0.99,3.59
9.039,-0.24,0.93,3.05
9.040,0.99,0.68,2.93
9.041,0.98,0.09,1.95
9.041,1.10,0.53,0.81
9.065,0.93,-0.09,0.14
9.066,0.85,-1.49,0.57
9.096,1.13,-1.57,0.75
9.097,-0.05,-2.45,1.78
9.098,-1.45,-2.58,3.11
9.098,-1.96,-2.84,2.74
9.146,-2.63,-3.31,2.99
9.148,-3.53,-4.14,2.13
9.148,-4.78,-4.16,0.40
9.149,-6.04,-3.67,-0.35
9.164,-5.99,-3.10,-0.04
9.165,-5.31,-2.77,0.50
9.185,-4.90,-2.84,1.95
9.186,-4.25,-2.69,2.63
9.235,-3.69,-2.38,2.29
9.236,-3.08,-1.86,1.86
9.237,-2.27,-0.99,1.63
9.237,-1.76,0.08,1.06
9.243,-0.37,0.62,-0.30
9.244,1.35,1.13,-2.74
9.264,5.18,4.94,-2.92
9.265,7.23,4.70,-1.64
9.323,7.24,1.97,-1.41
9.324,8.75,-1.75,-3.02
9.325,8.46,-4.48,-5.22
9.326,6.44,-7.06,-5.99
9.327,2.96,-7.90,-3.86
9.327,2.16,-6.05,-1.27
9.343,2.35,-4.41,1.09
9.345,4.03,-5.00,-0.12
9.376,5.24,-5.18,-1.05
9.379,5.04,-4.36,-0.79
9.380,4.65,-3.32,-0.33
9.381,4.92,0.45,-0.24
9.430,5.15,3.78,-0.42
9.431,2.64,4.05,0.03
9.432,1.38,3.99,-1.80
9.433,-0.07,7.41,-1.70
9.435,-0.95,7.75,-1.53
9.437,-1.64,7.65,-2.38
9.456,-1.78,7.93,-1.61
9.457,-1.04,7.63,-1.59
9.488,-0.94,7.47,-2.38
9.493,0.16,8.63,-3.12
9.502,0.83,9.25,-3.54
9.503,2.43,9.32,-2.66
9.522,2.85,8.80,-2.90
9.523,2.78,8.42,-2.25
9.535,2.92,7.65,-1.78
9.536,3.54,7.22,-0.41
9.562,2.32,5.47,0.18
9.570,0.92,4.11,0.81
9.606,-0.59,2.57,1.31
9.607,-2.14,1.67,1.17
9.608,-3.68,0.85,1.25
9.609,-4.65,-0.44,2.09
9.623,-4.07,-2.41,3.98
9.624,-3.42,-7.90,7.94
9.645,-4.47,-13.41,12.22
9.646,-5.42,-17.29,15.24
9.662,-7.00,-16.03,11.80
9.664,-5.58,-11.03,7.28
9.740,-3.67,-5.19,2.61
9.742,-5.06,-3.61,3.16
9.743,-3.53,0.22,1.73
9.744,-2.25,4.27,2.43
9.745,-0.77,6.19,2.88
9.745,3.80,4.07,-3.50
9.746,2.80,-3.42,-4.84
9.747,4.19,-14.78,-6.15
9.762,7.61,-22.13,-13.17
9.764,11.76,-16.07,-12.29
9.782,12.23,-2.34,5.88
9.784,7.34,7.28,1.87
9.847,7.24,7.30,-0.43
9.849,2.92,6.42,-6.22
9.850,-0.75,5.69,-12.60
9.851,-1.48,4.81,-12.42
9.853,-0.74,2.55,-8.01
9.854,1.08,1.31,-4.33
9.863,1.71,1.70,-3.21
9.864,0.92,2.27,-2.51
9.882,-0.22,2.04,-2.06
9.883,-2.11,1.17,-0.83
9.935,-3.42,0.79,0.57
9.936,-4.36,1.33,2.63
9.937,-4.92,2.33,4.44
9.938,-4.87,2.52,4.28
9.939,-4.77,2.91,3.92
9.939,-6.73,1.41,2.94
9.963,-8.23,0.77,1.24
9.964,-5.99,1.24,2.16
9.994,-3.39,2.44,3.20
10.002,-2.05,2.38,2.38
10.005,-0.58,1.59,2.94
10.017,0.07,1.08,3.31
10.033,-0.01,0.68,2.84
10.033,0.06,0.39,2.20
10.059,0.80,1.02,1.54
10.061,0.61,1.16,0.24
10.061,0.18,1.15,0.53
10.062,-0.19,0.42,0.97
10.077,-0.10,0.30,1.73
10.086,-0.18,-0.63,1.73
10.096,-0.14,-1.61,1.58
10.097,-0.25,-2.30,2.10
10.129,-0.91,-3.62,2.54
10.130,-2.04,-4.50,1.74
10.180,-3.91,-4.60,0.76
10.181,-5.74,-5.04,0.24
10.182,-6.80,-4.74,1.45
10.184,-7.16,-3.73,2.05
10.185,-6.83,-3.03,3.29
10.186,-5.67,-2.79,3.68
10.198,-4.22,-3.01,3.06
10.199,-2.49,-2.53,2.42
10.223,-1.28,-2.30,1.16
10.224,-1.02,-2.50,-0.97
10.235,0.17,0.12,-2.53
10.272,3.12,0.56,-3.17
10.273,5.28,1.90,-3.55
10.274,6.27,0.30,-1.21
10.285,7.33,-1.87,-0.81
10.286,7.91,-3.93,-3.26
10.298,6.83,-6.48,-5.85
10.299,6.35,-7.32,-6.41
10.319,6.40,-5.42,-4.63
10.323,5.90,-3.18,-1.95
10.365,4.86,-2.44,0.67
10.366,4.78,-1.97,0.44
10.367,5.04,-0.34,-0.20
10.368,4.48,0.86,-0.41
10.385,3.55,2.14,-0.14
10.386,2.30,4.70,-0.53
10.395,0.41,5.14,-2.31
10.396,-0.31,6.88,-3.91
10.415,-1.64,7.66,-2.14
10.416,-1.63,8.59,-2.11
10.471,-2.22,8.20,-2.93
10.472,-2.33,8.29,-1.69
10.474,-2.77,7.78,-1.53
10.476,-2.31,7.64,-2.25
10.477,0.27,8.95,-3.45
10.479,3.20,9.32,-3.27
10.495,4.51,8.90,-2.60
10.496,3.23,6.94,-1.79
10.515,3.80,5.72,-1.21
10.517,3.21,4.23,-0.18
10.571,2.32,3.08,-0.14
10.573,1.51,2.28,0.19
10.573,0.11,1.61,0.47
10.574,-1.07,1.47,0.87
10.576,-1.74,1.35,1.64
10.577,-1.89,0.69,2.84
10.595,-2.31,-0.13,5.04
10.596,-1.74,-1.55,7.86
10.619,-3.45,-4.90,10.32
10.620,-8.01,-11.71,11.67
10.644,-8.01,-14.42,10.15
10.646,-6.14,-14.49,8.63
10.660,-3.33,-11.29,5.04
10.661,-6.72,-8.83,6.23
10.711,-7.05,-4.68,4.00
10.712,-7.25,0.40,3.30
10.715,-6.51,4.36,1.80
10.716,-2.59,7.63,-1.98
10.717,7.81,6.46,-6.73
10.718,12.01,-3.37,-6.45
10.735,8.96,-17.79,-10.86
10.736,12.45,-27.81,-11.13
10.757,12.95,-23.22,1.72
10.759,7.90,-0.74,-1.11
10.806,7.58,7.58,-2.75
10.808,7.81,7.84,-2.74
10.808,2.80,7.41,-9.10
10.809,-0.75,6.08,-14.47
10.850,0.52,3.61,-11.08
10.856,2.00,1.93,-5.36
10.857,2.19,2.38,-3.31
10.858,1.03,2.40,-4.22
10.922,0.11,3.24,-3.38
10.923,-1.31,3.68,-0.71
10.924,-3.03,2.98,2.00
10.925,-4.17,1.93,3.77
10.926,-5.15,2.93,5.21
10.927,-6.03,3.87,4.73
10.928,-6.41,4.41,4.33
10.929,-5.20,4.86,3.81
10.939,-5.06,4.60,2.73
10.940,-4.99,2.65,2.26
10.959,-5.06,0.75,2.59
10.960,-7.06,-0.03,2.22
10.978,-6.49,0.34,1.79
10.979,-5.12,1.06,1.12
11.043,-4.15,0.46,0.71
11.048,-1.85,-0.37,1.37
11.049,-0.35,0.40,2.32
11.057,0.88,0.98,2.36
11.058,1.31,0.13,1.56
11.059,1.21,-0.52,1.12
11.062,0.85,-0.74,1.20
11.063,0.57,-0.86,1.05
11.117,0.47,-0.79,1.51
11.118,0.31,-1.19,1.80
11.119,-0.20,-1.66,2.18
11.120,-0.89,-2.17,2.89
11.124,-1.24,-2.68,2.46
11.126,-2.14,-3.33,1.77
11.139,-3.33,-4.03,1.03
11.140,-3.80,-3.93,0.47
11.155,-4.17,-3.18,0.68
11.157,-4.35,-3.05,1.87
11.243,-4.64,-3.22,3.07
11.244,-4.43,-3.22,3.30
11.245,-3.05,-2.95,2.26
11.246,-2.42,-2.69,1.24
11.246,-2.33,-2.61,-0.71
11.247,-1.79,-1.44,-2.94
11.247,0.06,0.24,-3.64
11.248,1.79,1.31,-3.40
11.263,4.81,2.96,-1.24
11.264,5.71,1.96,-0.76
11.289,6.15,-1.42,-2.03
11.290,6.83,-3.55,-2.95
11.350,6.51,-6.17,-4.24
11.352,6.16,-6.84,-4.75
11.353,6.08,-4.37,-3.61
11.354,5.73,-2.39,-1.01
11.355,5.10,-2.14,0.60
11.358,4.88,-2.65,0.39
11.433,5.01,-2.08,0.01
11.434,5.04,-0.54,-0.08
11.435,4.41,1.51,-0.19
11.436,2.84,3.56,-1.29
11.436,1.54,3.90,-1.04
11.437,0.23,5.10,-1.00
11.438,-0.90,6.69,-2.61
11.439,-1.61,7.16,-1.20
11.445,-2.00,6.95,-1.54
11.447,-1.81,6.80,-1.17
11.464,-0.76,7.23,-1.57
11.465,-0.27,7.28,-2.23
11.532,-0.21,7.43,-2.36
11.533,-0.12,7.90,-2.43
11.534,0.96,8.09,-2.54
11.535,1.35,7.72,-2.10
11.536,1.27,6.05,-1.94
11.536,2.56,5.70,-1.69
11.544,2.89,5.11,-0.89
11.546,2.74,4.45,-0.45
11.573,1.76,3.50,0.19
11.581,0.55,2.55,0.95
11.582,-0.60,1.53,1.48
11.583,-2.15,0.82,2.09
11.655,-3.38,-0.30,3.46
11.657,-4.41,-1.94,5.36
11.658,-5.15,-6.36,8.30
11.659,-4.93,-8.70,8.78
11.660,-4.95,-11.92,10.04
11.662,-5.28,-11.95,9.39
11.663,-3.69,-10.03,7.54
11.664,-4.19,-6.75,5.77
11.689,-6.39,-5.02,4.09
11.690,-4.38,-1.00,3.07
11.700,-2.49,2.42,2.72
11.702,-2.34,4.74,3.40
11.795,-1.42,5.20,2.95
11.796,2.33,2.60,-3.96
11.797,4.44,-5.95,-5.91
11.798,5.89,-16.80,-7.79
11.800,9.42,-24.67,-15.00
11.801,14.09,-15.80,-5.82
11.802,12.91,-0.63,6.49
11.804,9.18,7.06,-0.37
11.804,7.05,6.28,-2.48
11.805,2.50,6.05,-8.66
11.816,-1.41,4.80,-13.63
11.817,-1.87,3.09,-12.84
11.846,0.63,0.80,-6.91
11.847,1.79,0.53,-3.44
11.938,1.11,2.19,-3.20
11.939,0.06,2.67,-2.75
11.940,-0.81,2.69,-1.32
11.941,-2.73,1.92,0.63
11.942,-4.33,1.97,2.05
11.943,-4.98,2.17,3.57
11.944,-5.05,2.72,4.14
11.945,-5.64,3.27,4.20
11.945,-5.61,3.78,3.79
11.946,-5.84,4.00,2.99
11.963,-5.20,3.21,1.84
11.964,-4.86,2.31,1.32
11.985,-3.09,1.84,1.43
11.987,-2.35,1.20,1.44
12.056,-2.23,0.07,2.02
12.063,-1.34,-0.98,3.01
12.064,-1.39,-0.15,3.41
12.065,-0.71,1.21,3.11
12.066,0.32,1.66,2.29
12.066,0.73,1.17,1.35
12.067,0.72,0.89,1.07
12.068,0.70,0.82,0.81
12.075,0.20,-0.19,0.81
12.077,-0.19,-1.48,0.84
12.109,-0.28,-1.77,0.96
12.110,-0.53,-2.51,1.01
12.122,-0.83,-3.39,1.61
12.123,-1.00,-4.09,1.70
12.185,-2.19,-5.07,1.88
12.186,-4.63,-5.41,2.20
12.187,-5.45,-5.06,2.07
12.188,-5.46,-4.35,2.53
12.191,-4.82,-3.92,2.52
12.192,-4.84,-3.60,1.44
12.199,-4.37,-3.20,0.96
12.201,-2.68,-2.42,1.52
12.223,-2.02,-1.50,2.12
12.225,-1.54,-0.66,1.80
12.326,-1.15,0.14,1.17
12.328,-0.82,0.68,-3.19
12.329,1.86,3.01,-5.50
12.329,5.08,5.34,-4.11
12.330,7.09,2.87,-2.78
12.331,6.67,-2.16,-3.31
12.337,6.63,-4.44,-4.36
12.339,5.23,-7.78,-4.53
12.339,4.16,-7.73,-4.00
12.340,4.16,-5.49,-2.56
12.349,4.61,-4.44,-1.36
12.353,4.73,-4.59,-0.44
12.375,5.40,-3.40,1.30
12.378,5.08,-1.45,1.89
12.379,4.34,0.17,1.01
12.380,4.70,2.17,-0.85
12.447,5.00,3.98,-2.12
12.449,2.46,5.60,-1.37
12.449,0.30,5.82,-0.84
12.450,-0.59,5.87,-2.74
12.451,-0.95,7.84,-1.40
12.451,-0.97,7.87,-1.04
12.466,-1.45,8.20,-1.80
12.467,-1.36,8.07,-1.67
12.524,-1.43,8.07,-2.11
12.526,-0.43,7.85,-2.57
12.527,-0.48,7.47,-2.27
12.528,1.31,8.29,-2.30
12.531,1.50,7.33,-1.18
12.533,2.41,6.64,-0.49
12.564,2.50,5.84,-1.01
12.567,2.77,4.88,-0.73
12.567,2.27,3.95,-0.28
12.568,0.90,2.87,0.63
12.576,-0.54,1.95,1.28
12.580,-2.35,1.10,1.65
12.632,-3.71,0.00,1.98
12.633,-4.66,-0.67,3.95
12.634,-5.37,-2.83,5.82
12.634,-5.34,-6.88,9.12
12.639,-4.57,-9.58,10.36
12.641,-3.80,-13.05,10.63
12.673,-2.36,-12.21,7.50
12.673,-3.17,-9.57,7.86
12.727,-4.47,-7.58,5.58
12.728,-4.72,-3.46,3.71
12.729,-4.52,0.54,2.64
12.730,-3.27,4.19,1.41
12.730,-3.69,6.66,2.55
12.731,-2.63,6.74,1.43
12.746,2.01,3.03,-8.09
12.747,5.12,-8.23,-6.30
12.813,8.61,-20.26,-11.89
12.815,13.40,-27.37,-13.30
12.817,18.39,-13.94,2.57
12.818,10.70,3.99,2.18
12.820,9.56,8.60,-3.98
12.821,6.49,8.24,-3.70
12.822,-0.57,6.86,-10.47
12.823,-3.58,4.26,-15.77
12.836,-1.29,1.85,-11.37
12.837,1.72,-0.17,-4.66
12.865,2.60,-1.21,-3.29
12.866,2.03,-0.34,-3.34
12.875,0.93,0.99,-2.04
12.876,-0.85,1.30,-0.68
12.937,-3.44,1.52,0.59
12.942,-5.67,1.69,2.03
12.943,-6.26,2.34,4.16
12.944,-6.63,3.15,3.64
12.944,-7.30,3.32,3.23
12.953,-7.00,3.41,3.28
13.034,-4.76,3.65,3.46
13.036,-3.66,2.13,3.29
13.037,-2.64,1.88,2.14
13.037,-3.04,1.93,1.67
13.038,-2.65,1.56,2.04
13.044,-2.48,0.34,2.52
13.045,-1.83,-0.24,2.38
13.046,-1.59,-0.57,2.27
13.064,-1.02,0.73,2.95
13.065,-0.49,1.49,2.63
13.075,1.15,2.14,2.00
13.076,1.21,1.48,2.02
13.085,1.00,0.92,2.28
13.086,0.50,0.18,2.06
13.102,0.28,-0.05,1.72
13.190,0.30,-0.11,1.46
13.196,0.17,-1.12,1.49
13.197,-0.84,-3.01,2.19
13.197,-1.38,-4.49,2.52
13.198,-2.19,-5.52,2.45
13.202,-3.82,-6.16,2.61
13.203,-5.42,-5.74,2.01
13.204,-6.51,-4.55,1.59
13.210,-6.30,-3.35,1.22
13.210,-5.59,-2.63,1.13
13.211,-4.45,-2.19,1.19
13.269,-3.19,-1.83,1.97
13.270,-2.65,-1.93,2.31
13.274,-1.99,-1.63,0.64
13.275,-1.81,-1.30,-2.90
13.276,-0.02,0.44,-5.34
13.276,1.66,0.24,-4.31
13.282,3.55,-0.74,-2.81
13.283,5.11,-0.64,-2.96
13.302,6.20,-3.14,-4.32
13.306,6.85,-6.43,-4.60
13.382,6.81,-5.80,-4.96
13.383,6.77,-2.54,-4.93
13.384,6.82,-0.83,-2.42
13.393,7.22,-1.45,-0.58
13.394,6.94,-2.14,0.72
13.395,6.00,-1.44,0.83
13.396,5.93,-0.65,0.92
13.396,5.12,-0.18,0.41
13.397,3.69,1.28,-2.33
13.398,2.04,3.17,-0.43
13.452,0.19,3.84,0.95
13.454,0.31,4.52,0.65
13.456,-0.65,6.03,-1.91
13.457,0.56,7.51,-0.92
13.458,-0.25,6.66,-0.48
13.458,-0.57,7.22,-2.17
13.496,-0.57,7.60,-2.39
13.496,0.79,9.49,-4.40
13.497,-0.10,9.67,-3.68
13.498,-0.04,9.52,-2.37
13.551,1.21,9.64,-1.78
13.553,2.44,9.31,-1.55
13.553,3.18,8.45,-1.60
13.554,2.84,7.68,-1.20
13.562,1.84,6.60,-0.77
13.569,0.26,5.16,0.00
13.643,-1.79,3.55,0.86
13.644,-3.57,2.05,1.63
13.645,-5.28,0.58,2.11
13.646,-7.06,-0.40,2.81
13.647,-8.32,-2.82,4.84
13.648,-7.53,-7.51,7.99
13.652,-5.75,-10.65,10.57
13.653,-4.65,-13.98,10.77
13.664,-3.58,-13.95,8.95
13.665,-3.08,-12.52,7.97
13.685,-2.37,-10.25,5.48
13.687,-1.88,-6.95,3.92
13.762,-1.37,-3.04,3.80
13.763,-0.89,1.18,2.40
13.763,-1.07,4.48,1.76
13.764,-1.67,6.16,2.13
13.764,1.17,7.24,-1.10
13.765,5.59,2.51,-5.43
13.773,4.25,-9.04,-4.44
13.774,6.12,-19.08,-13.83
13.873,12.86,-21.05,-16.09
13.874,14.55,-6.75,0.00
13.875,12.13,2.74,10.14
13.876,9.46,5.22,-0.46
13.878,4.64,5.98,-4.13
13.879,-1.71,6.69,-12.51
13.880,-2.10,3.71,-15.00
13.881,-0.79,1.51,-9.58
13.881,0.89,-0.11,-4.06
13.882,0.54,0.58,-4.48
13.888,-0.79,1.03,-5.03
13.890,-1.53,1.35,-4.09
13.902,-2.26,1.00,-2.39
13.903,-4.16,0.13,0.09
13.989,-5.46,0.02,4.10
13.991,-6.10,1.13,6.41
13.992,-5.69,3.67,5.24
13.993,-5.20,4.62,3.80
13.994,-5.33,4.82,3.39
13.995,-4.70,3.41,2.93
13.996,-3.31,2.27,2.69
13.996,-2.01,2.86,2.79
14.020,-2.40,3.00,2.99
14.038,-1.88,2.16,2.78
14.039,-1.81,0.48,3.06
14.040,-0.94,-0.47,2.66
14.049,-0.21,-0.38,2.41
14.050,0.62,-0.59,2.86
14.068,0.42,0.03,1.92
14.069,0.54,0.36,0.29
14.119,0.38,-0.73,-0.15
14.120,0.05,-0.89,-0.32
14.121,0.63,-0.62,0.08
14.122,1.24,-0.52,0.54
14.122,0.38,-1.14,2.20
14.123,-1.60,-2.35,2.65
14.227,-3.31,-3.21,2.17
14.228,-4.57,-4.04,2.11
14.229,-4.88,-4.25,1.93
14.230,-5.13,-4.12,1.01
14.231,-5.74,-3.67,0.90
14.232,-5.85,-2.94,1.55
14.237,-5.67,-2.64,1.84
14.238,-5.02,-2.74,1.39
14.239,-3.33,-2.69,2.25
14.240,-2.27,-2.52,2.16
14.241,-1.65,-2.10,1.18
14.242,-0.53,-1.37,1.66
14.266,-1.42,-0.44,-1.03
14.270,-0.50,1.23,-4.42
14.362,2.36,3.07,-4.27
14.364,4.33,3.03,-2.92
14.365,5.77,2.58,-0.58
14.372,6.26,-0.37,-0.94
14.373,6.61,-3.29,-2.46
14.374,6.89,-6.25,-3.84
14.375,6.70,-7.65,-3.73
14.386,6.55,-6.72,-2.63
14.387,7.05,-5.40,-1.47
14.387,7.10,-4.88,-0.35
14.388,7.53,-3.92,1.18
14.389,6.00,-2.10,0.65
14.454,5.07,-0.80,0.35
14.455,3.94,-0.33,-0.44
14.456,2.58,2.88,-0.54
14.456,0.11,3.87,-1.40
14.457,-0.96,4.87,-2.74
14.458,-1.63,5.14,-2.50
14.463,-1.81,6.56,-2.74
14.464,-1.28,7.03,-0.25
14.482,-0.90,7.63,-0.68
14.484,-1.16,7.93,-0.98
14.561,-1.05,7.80,-1.02
14.562,-1.17,7.99,-2.42
14.563,-0.49,8.54,-2.29
14.563,-0.01,9.29,-2.76
14.564,-0.23,8.27,-1.79
14.565,0.53,7.03,-1.59
14.565,1.69,6.97,-2.06
14.566,3.08,6.68,-1.81
14.662,2.81,6.08,-1.16
14.664,2.28,5.12,-0.87
14.664,1.22,4.05,-0.49
14.665,0.28,2.76,-0.06
14.666,-0.74,1.94,0.66
14.667,-1.95,1.37,1.36
14.667,-2.74,0.79,2.79
14.668,-2.82,-0.47,4.98
14.669,-3.47,-3.63,7.28
14.669,-3.37,-7.48,9.72
14.682,-3.50,-12.27,10.93
14.683,-3.59,-15.80,11.28
14.766,-4.26,-13.84,6.89
14.767,-5.39,-10.72,7.15
14.768,-5.12,-6.58,4.93
14.769,-4.13,-1.32,3.05
14.770,-2.93,2.62,2.41
14.772,-2.62,5.56,3.18
14.776,-0.96,6.10,3.55
14.777,3.02,1.50,-4.92
14.778,1.87,-10.83,-4.50
14.779,3.22,-22.46,-6.99
14.813,10.15,-24.11,-14.46
14.814,14.88,-7.03,-4.34
14.873,12.85,6.09,5.70
14.874,10.56,8.74,-2.21
14.875,5.71,7.81,-4.41
14.883,-0.78,5.68,-10.06
14.885,-1.86,3.75,-13.91
14.893,0.25,1.75,-10.71
14.894,2.67,0.15,-5.00
14.895,3.28,-0.24,-3.55
14.944,2.09,1.05,-3.84
14.946,0.18,1.61,-3.26
14.946,-1.88,0.97,-2.54
14.947,-3.81,0.48,-1.35
14.948,-5.04,0.65,0.85
14.948,-5.74,1.60,3.81
14.959,-5.73,3.42,5.01
14.961,-5.62,4.84,4.46
14.990,-5.79,4.77,3.32
14.998,-5.67,3.72,2.41
15.003,-4.29,2.69,1.75
15.023,-3.53,1.34,1.62
15.070,-3.69,0.08,3.08
15.071,-3.50,0.37,2.77
15.072,-2.77,0.75,2.63
15.073,-2.66,0.75,1.68
15.074,-1.80,0.11,1.37
15.075,-0.88,-0.67,2.14
15.080,-0.09,0.18,2.33
15.082,0.27,0.34,2.32
15.111,0.89,0.13,1.98
15.116,1.11,0.36,1.22
15.119,1.03,-0.14,2.23
15.120,0.53,-0.20,1.96
15.204,0.51,-0.63,1.42
15.205,0.65,-1.20,1.19
15.206,0.97,-1.38,0.75
15.207,-0.02,-2.42,1.05
15.207,-1.40,-3.32,1.28
15.208,-2.79,-3.76,1.02
15.209,-4.61,-3.63,1.79
15.214,-5.59,-3.11,2.23
15.215,-5.93,-2.49,1.94
15.216,-5.66,-2.21,1.61
15.231,-4.89,-2.39,1.01
15.233,-3.75,-3.23,0.66
15.256,-2.90,-3.24,1.90
15.257,-2.09,-2.82,2.39
15.344,-1.67,-2.38,1.64
15.345,-1.79,-2.46,0.45
15.345,-0.62,-1.13,-3.14
15.346,1.66,0.70,-4.89
15.347,3.20,1.31,-3.04
15.347,5.48,0.81,-1.05
15.348,5.50,-0.94,-2.52
15.349,5.63,-4.08,-3.78
15.356,5.50,-6.62,-3.98
15.357,4.91,-7.43,-3.70
15.459,5.06,-5.56,-3.46
15.460,5.80,-2.98,-1.93
15.461,5.82,-2.31,-0.63
15.468,6.36,-1.68,0.22
15.472,6.05,-0.70,0.86
15.473,5.53,0.83,0.50
15.473,5.57,2.06,0.32
15.474,3.45,3.45,-1.36
15.474,1.06,4.34,-2.04
15.475,-0.77,4.29,-1.48
15.500,-2.07,5.41,-2.36
15.502,-2.34,7.00,-3.23
15.594,-2.62,7.60,-1.63
15.595,-1.81,7.48,-1.62
15.596,-0.56,7.77,-1.99
15.597,0.45,8.28,-1.39
15.598,1.27,8.08,-2.43
15.609,0.96,8.01,-1.87
15.611,0.98,7.96,-2.22
15.613,0.60,7.69,-1.84
15.614,0.74,6.78,-1.24
15.614,1.98,6.37,-1.87
15.622,2.61,5.97,-1.55
15.623,2.46,5.06,-1.10
15.624,1.75,4.22,-0.47
15.625,0.84,2.76,0.24
15.690,-0.67,1.55,1.77
15.691,-1.84,0.57,2.49
15.692,-3.09,-0.17,3.44
15.693,-4.76,-1.18,4.63
15.693,-5.36,-3.09,5.66
15.694,-5.46,-6.92,7.66
15.695,-5.41,-11.49,8.90
15.696,-3.76,-13.58,11.18
15.726,-3.72,-11.49,8.85
15.727,-2.01,-7.71,4.96
15.804,-4.64,-6.63,3.90
15.806,-3.65,-3.90,2.10
15.806,-2.76,-0.63,1.64
15.809,-1.96,2.42,1.69
15.810,-1.22,5.54,2.48
15.810,-0.03,5.30,2.87
15.811,1.86,1.52,-2.88
15.812,1.30,-7.31,-2.73
15.816,2.94,-16.80,-6.20
15.817,8.94,-20.41,-12.73
15.881,14.47,-9.32,-9.96
15.883,16.85,2.21,7.04
15.884,12.65,8.52,2.45
15.885,7.82,6.22,-2.06
15.886,2.32,4.66,-7.85
15.887,-1.54,4.31,-13.07
15.910,-1.75,2.24,-12.03
15.911,0.11,-0.32,-6.57
16.027,1.90,-0.40,-3.59
16.036,1.52,1.24,-3.25
16.037,0.05,1.74,-2.93
16.038,-1.77,1.28,-2.23
16.039,-3.73,0.91,-0.68
16.040,-5.12,1.04,1.39
16.040,-5.39,1.38,3.24
16.041,-5.03,2.90,3.69
16.042,-5.10,3.34,3.63
16.060,-5.57,2.83,3.47
16.061,-6.10,2.23,2.52
16.062,-5.18,1.24,2.42
16.063,-4.13,1.12,2.04
16.064,-3.98,1.63,2.07
